frame,rps
1,0.16449275932210453
2,-0.12065858080599161
3,0.0
4,-0.060083854183227516
5,0.18074243498920217
6,0.0
7,-0.06041122491145841
8,0.0
9,0.06041122491145841
10,0.10337508277540006
11,0.05144265854063099
12,-0.009027661700706614
13,0.0
14,-0.10277524831424935
15,0.0
16,-0.05163138570986094
17,0.05163138570986094
18,0.0
19,-0.05163138570986094
20,0.05163138570986094
21,-0.12023275780066553
22,0.0
23,0.0
24,0.0
25,0.0
26,0.12023275780066553
27,-0.10342605621251653
28,0.10342605621251653
29,-0.06019755004401045
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,-0.10347586206305626
40,0.0
41,0.10347586206305626
42,0.0
43,0.0
44,0.0
45,0.0
46,-0.11990843364276425
47,0.11990843364276425
48,-0.11990843364276425
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.1714025613849351
57,-0.051494127742187805
58,-0.10347586206305626
59,0.0
60,0.0
61,0.06024735589453321
62,-0.06024735589453321
63,0.0
64,0.0
65,0.06024735589453321
66,0.0
67,0.1637863076868415
68,-0.06036025147432497
69,0.0
70,-0.16367341210704975
71,0.0
72,0.0
73,0.0
74,0.05181939182122165
75,-0.05181939182122165
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.06024735589453321
84,0.0
85,0.0
86,0.0
87,0.06041122491145841
88,-0.06041122491145841
89,0.06041122491145841
90,0.0
91,0.0
92,-0.06041122491145841
93,0.06041122491145841
94,0.0
95,-0.06041122491145841
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.06041122491145841
103,-0.06041122491145841
104,0.06041122491145841
105,0.0
106,0.10337508277540006
107,0.0
108,0.0
109,0.060523310741315145
110,0.0
111,0.0
112,-0.12088356221564012
113,0.0
114,0.0
115,0.0
116,0.0
117,0.06036025147432497
118,0.0
119,0.0
120,-0.10337508277540006
121,0.0
122,0.0
123,-0.18074243498920217
124,0.12033121007776072
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.06041122491145841
140,0.0
141,0.05176936474459724
142,-0.11218058965605565
143,0.0
144,0.10342605621251653
145,-0.06019755004401045
146,-0.10347586206305626
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.12065858080599161
156,-0.017182718742935362
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.12055780151833542
165,0.0
166,-0.10337508277540006
167,0.1638983935167152
168,-0.49347538278428016
169,0.3123942705246296
170,-0.10347586206305626
171,0.0
172,0.0
173,0.0
174,0.10347586206305626
175,0.0
176,0.0
177,-0.15545875580315932
178,0.0
179,0.15545875580315932
180,0.0
181,0.0
182,0.0
183,0.18108111225965057
184,-0.060523310741315145
185,0.0
186,0.0
187,-0.20740710791329103
188,0.0
189,0.0
190,0.06062615025102648
191,-0.12108688443524004
192,-0.06029569246787243
193,0.120756426652086
194,0.0
195,0.04362080022643257
196,0.0
197,0.0
198,-0.06024735589453321
199,0.0
200,-0.060083854183227516
201,0.060083854183227516
202,0.10347586206305626
203,0.0
204,-0.7891969080985158
205,0.6692884744557516
206,2.275140631976568
207,4.25931685613623
208,5.688985872649942
209,6.508252130788746
210,8.154622905964132
211,8.87537550914068
212,10.203994497240194
213,11.912930546712454
214,14.319453983188252
215,16.1249742926938
216,16.876125348552346
217,18.966702356861777
218,20.46393994790678
219,22.620527917151726
220,22.528232718468477
221,25.181801399583517
222,24.556396839984473
223,99.3077557058338
224,-40.840482326506944
225,32.741400867025135
226,33.61517741388857
227,35.15396138242935
228,35.42006823610399
229,39.03029601081265
230,39.516682044497415
231,39.4705345563699
232,42.380846134178235
233,44.13151120352739
234,44.44009620168841
235,48.72696188427085
236,47.91578116832227
237,52.193850748722284
238,52.76033254251025
239,52.03055188067629
240,55.09084974121389
241,54.91604480120894
242,58.4285604500961
243,56.19397093479215
244,60.818978095972135
245,59.59331983172563
246,64.49030621621534
247,62.2274857350197
248,66.28554417289583
249,68.49116740586092
250,69.42780385670311
251,70.51784572868436
252,70.34689080055782
253,75.46040584789738
254,73.86600463955827
255,76.0800598041641
256,78.99975984005027
257,77.70019839345518
258,80.09881827720778
259,83.67301384262242
260,79.77149844101129
261,82.88473811427473
262,85.45002621107818
263,82.3206630134178
264,83.76603587336031
265,87.26848815851282
266,82.88736513281727
267,85.04088389439623
268,85.9264270238642
269,85.46530263828873
270,91.73084005094466
271,69.523994468964
272,94.45637112489165
273,85.3283220197992
274,84.53840962769269
275,86.9060250696932
276,87.45134731132205
277,82.89802509175817
278,86.93111310957651
279,87.71123230194648
280,84.14845264896462
281,86.59693372756261
282,86.6738930136321
283,85.53740403792405
284,84.70420299333004
285,85.12459032900975
286,87.25367306812822
287,85.23434282941979
288,83.29770258497169
289,85.66480537884563
290,86.38424812128419
291,83.46944199126659
292,84.82818196162414
293,88.00735600889591
294,84.15250810725074
295,84.62042407158464
296,87.45296612314414
297,84.47438649807287
298,85.5468434001424
299,85.26149070767404
300,86.01982720778318
301,86.16865545077611
302,83.04295857251223
303,86.75759795239104
304,87.07128752148934
305,82.82246935933252
306,84.20874266413124
307,84.67845717172855
308,77.79625786853387
309,76.99051256295364
310,77.41970536867171
311,70.46769957460965
312,72.07280165383112
313,70.95900700031802
314,69.43235390241404
315,69.96561175431096
316,68.84333380832355
317,74.35895969823963
318,60.95247924167135
319,73.10655374217373
320,77.66004717623899
321,72.25107295760425
322,77.94144013746018
323,78.14251671577645
324,76.86569686212017
325,82.07606137985535
326,80.61265849098102
327,80.8940549040696
328,83.7262981162194
329,82.42561679731327
330,82.9992183346401
331,83.01413327734075
332,85.8273120339479
333,82.83841444738643
334,84.03922017300988
335,87.75377308071441
336,81.63786394300213
337,85.64873767701788
338,85.51706127084564
339,84.48393936651091
340,86.4759936383061
341,83.4399873843298
342,85.42407237756332
343,86.4171179349088
344,81.93043211041162
345,86.47401979164701
346,83.21370501177559
347,84.12923337118362
348,80.53130611882062
349,79.27494667929592
350,78.68574754192409
351,77.43640767255015
352,75.71145601116622
353,73.66777489350044
354,74.43099727162448
355,73.14852617693492
356,71.9641929817239
357,69.87037094329213
358,70.03605640136581
359,72.2860731646334
360,68.58192671878864
361,72.48747485821099
362,74.07623783252231
363,74.37566489618685
364,75.34882564564096
365,77.7013927096044
366,79.0104052982348
367,78.36556735038499
368,81.16054936987088
369,81.22087921986498
370,82.69504603828484
371,81.63026298355254
372,81.61212676488339
373,85.15380446909809
374,83.94561666519819
375,83.5705858988841
376,85.6758292365664
377,86.67017253562297
378,84.32945687626356
379,84.06395298336446
380,89.21137960986913
381,83.35430729708158
382,84.66122404095833
383,88.64014221846551
384,83.75104302065859
385,85.39610654609984
386,85.17551683096747
387,85.6170090373908
388,83.61187566885441
389,84.59522450655204
390,85.9306188224118
391,83.74968891938377
392,84.64616153330735
393,85.15477816363305
394,84.34893308506223
395,83.55301959528296
396,82.94415922873947
397,87.85681136847451
398,82.714073345779
399,100.97442360630095
400,58.634791520979476
401,92.99352902312256
402,83.6865212192309
403,84.37481594946803
404,83.69378741179237
405,85.043209527677
406,83.59822982619586
407,84.78582585202356
408,87.41984245850418
409,75.18639882298683
410,114.97799282190557
411,55.136003383167164
412,66.46181501402224
413,-110.79742011353014
414,44.351208069164635
415,87.48249913058115
416,116.01091990243648
417,44.51148698307246
418,71.14197851582286
419,-104.1120663137011
420,44.993383420059104
421,75.8530887028576
422,109.08118128523975
423,64.62756825602588
424,93.61460413440321
425,83.13920957360347
426,70.73775179946931
427,-110.86719109462089
428,56.161998513537256
429,58.995279151920776
430,-115.94389826572329
431,64.39388257958389
432,77.08530418990748
433,109.25842814741328
434,54.57456089472193
435,87.54781850186076
436,112.89631173114407
437,53.64492413927066
438,83.02247652875157
439,100.08958970680412
440,57.650257369446
441,80.16328041742784
442,100.82348412098467
443,52.8944401382192
444,73.67623675735017
445,107.70936052949435
446,44.801051381299516
447,52.28617901581775
448,83.70134310763915
449,100.86641045449153
450,30.064546744935786
451,61.27355650663833
452,85.96451329143629
453,76.65156792240633
454,56.337938033278476
455,82.94299301905167
456,81.42285806197876
457,54.391185296234056
458,79.85106835542354
459,91.36789129305967
460,67.85351377245621
461,90.65955855709858
462,81.32264320796983
463,69.55435368875251
464,92.35394940859307
465,88.2434997522538
466,65.45175399104436
467,106.64877454276584
468,77.64383455462296
469,61.76324476976051
470,96.10224653287031
471,81.79836977083458
472,67.7952410475368
473,-119.461745336443
474,65.68631964818675
475,77.53000645645108
476,102.34597344641709
477,67.5823301661193
478,67.09621131949888
479,-116.51427752591968
480,54.331730996546554
481,83.76548457146522
482,115.62533853332101
483,73.08087957630461
484,-113.52496860919808
485,80.55664553724266
486,94.79428518594332
487,103.08621960061117
488,101.59686872483132
489,105.43710253669627
490,107.13535233579363
491,105.50994420803174
492,103.66627213413078
493,109.16597769678567
494,107.80117976182179
495,106.80538568012274
496,108.54474138554542
497,105.99029356809486
498,108.91203939272985
499,108.32936821060638
500,108.52204021736402
501,108.09221508151774
502,107.9512529797905
503,116.75099797061307
504,104.55512086708748
505,111.19194255024794
506,112.0081935492999
507,115.20269675619188
508,100.04331265259101
509,-112.11560587903577
510,99.14950336860528
511,114.69296193046476
512,114.93231443610456
513,114.51424540282899
514,115.25974003244818
515,113.73241582904204
516,115.59845808931978
517,114.06197795083133
518,117.65964996019244
519,111.19820186099358
520,115.12797227182513
521,114.86717329953676
522,119.9122179596373
523,107.04099702193143
524,116.36560534699663
525,115.55369221475064
526,118.88163819494294
527,117.84724877117885
528,119.03042550368625
529,117.96913780763968
530,118.44254982942081
531,115.8251259927887
532,118.73121533923414
533,118.2144705886415
534,118.03871124915527
535,117.0755174120547
536,117.26921559683282
537,116.22413123915027
538,117.56005417816006
539,116.90287018922106
540,117.89046308065289
541,119.20952197552307
542,-119.77033583504735
543,117.92633205557094
544,119.35159118568109
545,117.39424570054183
546,119.20271024274118
547,116.71738283688438
548,-119.68592888066269
549,116.23919772857886
550,119.94290409881363
551,116.35152555249967
552,118.53520432338213
553,118.45429353017309
554,119.16136880715487
555,117.32752865141838
556,118.40095169449627
557,118.27482579134676
558,119.08065095137992
559,113.11304456516238
560,-114.61948976473029
561,111.88640128718941
562,-113.67633950752457
563,111.0832800155614
564,-111.91458557566031
565,-117.38876793189601
566,-117.8623710399828
567,-116.20424076942095
568,-113.5839437109065
569,-114.18880940884448
570,-107.20182012742652
571,-107.55047096443612
572,-104.66978849081204
573,-106.42526545707064
574,-103.98960778866176
575,-99.28233571809868
576,-100.15573931493674
577,-95.4444073613005
578,-92.86142024374075
579,-92.84938680186984
580,-90.04689837989872
